IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
265,김선영,울산광역시 관악구 석촌호수9가 (영일한동),87382,유한회사 최김황,음식 배달원,053-245-3293,yeongsig80@gimgweoni.com,sunjagim,192.168.210.23,180007577971432,2013-05-03,21,7.9198694008,700579,277,8719
266,이서현,인천광역시 강남구 논현가,26789,심문김,생명과학 시험원,011-940-1372,sangho37@hanmail.net,hyeonsugyu,10.160.160.171,4042557256659492717,2004-07-31,34,7.68697862832724,537423,922,9227
267,최선영,부산광역시 강북구 학동349가,74884,황김곽,승강기 설치 및 정비원,062-439-8452,pgim@jusighoesa.com,doyun91,192.168.96.89,30424091944435,1984-04-04,25,8.960263909396,657966,999,6210
268,김진호,광주광역시 중랑구 반포대거리 (민수김리),37669,(주) 김,영상/녹화 및 편집 기사,041-458-4049,jmun@igweongweon.com,donghyeongang,172.18.170.98,180019421141666,1971-07-13,76,6.5135,891375,434,2963
269,김정남,울산광역시 동대문구 영동대36길 (미숙김이동),34912,(유) 최,정보 시스템 운영자,043-026-4881,ji@igim.org,ugim,10.212.71.167,2233128206901799,1999-06-05,47,1.8,276034,296,4288
270,문영일,세종특별자치시 동대문구 압구정길 (정식윤동),07957,이김,도시 및 교통설계 전문가,044-921-1687,eungyeong80@naver.com,eunjujin,172.28.239.100,6011543697013368,2009-04-23,55,3.931,141733,210,6857
271,강수민,광주광역시 금천구 반포대로 (보람김김면),90999,(주) 최,화물차 및 특수차 운전원,044-864-1096,sonseongsu@ju.net,ogja61,10.5.242.178,6011022457042024,2016-01-17,4,4.441764033285,114189,80,261
272,류경희,경상남도 오산시 언주370길 (준혁이읍),97834,(주) 박,우편물 집배원,016-964-5534,caeweon78@dreamwiz.com,minjigim,10.74.99.167,6011966588659660,2003-08-15,70,4.6923,597326,332,2483
273,김미경,인천광역시 강남구 봉은사095로 (선영고면),17943,유한회사 박,화가 및 조각가,041-028-1803,dohyeonsong@nate.com,jiugang,172.20.9.144,4373747488796,1980-03-24,58,5.5,63734,289,8833
274,김옥자,대전광역시 송파구 서초대229가,46391,유한회사 김진박,기타 건설/전기 및 생산 관련 관리자,055-536-7202,hgweon@ju.com,yeongceolyun,172.29.76.100,30431551137269,2005-08-01,47,8.62382701,103202,580,2298
275,엄혜진,경상남도 당진시 개포로,96993,구황,건설자재 시험원,042-729-3977,seonghunhong@live.com,jinhoha,10.227.70.89,372370582971591,1990-09-16,14,7.8194,513430,918,6203
276,김영희,전라남도 횡성군 석촌호수35길 (승현양면),85562,주식회사 김,임상병리사,042-459-8896,lgim@live.com,jieunmun,172.28.114.76,3503937011941068,1982-08-26,22,6.553286945,755516,894,4310
277,신서영,서울특별시 강북구 석촌호수938로,55313,(유) 김,방사선사,017-595-6542,jaehoca@gimhwangseo.kr,ijinho,10.107.146.199,503867483961,2015-05-23,11,7.386494,143456,497,311
278,최현지,제주특별자치도 철원군 반포대로 (동현김신마을),50555,유한회사 송,상담 전문가 및 청소년 지도사,02-7866-0210,yeweongang@ryuan.kr,areumjang,10.223.233.137,502071712819,1986-09-05,14,3.7,911434,467,663
279,주정식,광주광역시 남구 영동대가,06380,안김,주유원,016-712-3474,zgweon@gimjeon.org,jongsubag,10.25.233.138,6011305028926837,2021-03-03,90,3.33352155,129864,432,5458
280,이정순,제주특별자치도 구리시 언주0로 (지혜김리),14852,이엄김,검표원,043-197-0539,myeongja33@gmail.com,bagjiweon,192.168.49.224,4967013422270450577,2000-04-12,20,1.8335713,401705,660,5345
281,이현주,충청남도 연천군 삼성거리 (승민김류동),54963,김박,조경 기술자,070-2292-9968,ojang@yuhanhoesa.kr,yunjiyeong,10.58.29.72,4706677761818719,1970-05-29,92,5.82694398978891,42058,549,211
282,권아름,경기도 오산시 압구정842길 (은지전동),83084,안이,전문 의사,052-071-1552,simboram@gmail.com,jihucoe,192.168.148.144,639006774728,2015-02-19,72,3.7329466402401,378730,783,382
283,우지은,세종특별자치시 구로구 서초중앙79거리 (정수홍홍리),03705,주식회사 강,소방공학 기술자 및 연구원,02-4658-0026,gimgwangsu@yuhanhoesa.com,yeongho88,10.130.236.45,3576101198554671,2014-01-29,31,5.363854788721,853913,132,5100
284,김승현,대전광역시 동대문구 테헤란6로,30263,김황,인쇄기 조작원,054-793-1141,jaeho89@gimjo.kr,yejiryu,10.128.122.121,3570396401793894,2001-09-26,6,2.0,144536,266,2043
285,이지아,부산광역시 서초구 서초중앙가,33107,(유) 최김이,산업안전 및 위험 관리원,011-409-1381,zmin@gmail.com,minseojang,172.20.86.58,4821522459117976,2001-08-18,96,7.27614,403243,403,4522
286,김민석,인천광역시 성동구 언주7가,39619,김이김,도배공 및 유리 부착원,016-969-8649,yujinan@dreamwiz.com,hi,172.24.25.139,180003315742581,2001-07-07,26,8.895124,712674,370,7481
287,심은영,경상북도 화천군 테헤란거리,81976,유한회사 이김박,자동차 정비원,054-315-9940,ni@nate.com,tyang,10.195.107.140,4100716933480392415,1990-11-24,89,7.77,145736,231,1982
288,김영길,강원도 양평군 테헤란거리,04432,주식회사 류강최,기술 및 기능계 강사,02-5145-0982,bagjihun@yuhanhoesa.kr,ogsun12,172.30.201.230,4235429063098223315,1975-09-22,9,2.794,555131,249,3082
289,강정남,충청남도 천안시 동남구 개포가,53948,송박양,공업 배관공,010-1146-9631,geonugweon@nate.com,iseonghyeon,192.168.75.207,3562279656236175,1989-01-19,23,1.693412,25224,477,2450
290,박중수,서울특별시 구로구 선릉136가 (옥자배면),34108,김김,법무사 및 집행관,062-554-6669,subingim@ju.com,sujincoe,172.26.167.214,180005994975150,1999-01-23,49,4.567126088818,562281,551,3457
291,이정식,강원도 충주시 잠실410길 (성민김읍),69492,(유) 김,도배공 및 유리 부착원,016-498-0709,misug04@hanmail.net,oi,192.168.253.224,4022514046069023,1977-05-28,21,8.9791,263566,809,6414
292,김미정,경상남도 천안시 서북구 강남대335거리 (성현박동),16341,(주) 배,치과 의사,044-941-8824,bagminseog@gmail.com,cunja27,192.168.141.113,379917605653326,1991-09-17,73,5.67319996,992509,353,8262
293,조건우,제주특별자치도 김포시 언주98거리,97565,주식회사 이,가스/에너지 기술자 및 연구원,016-823-9453,sinhyeonjeong@ju.kr,yeongjanam,10.124.98.144,4146880544071428,2021-05-24,2,6.4360179231,149886,835,685
294,권예원,경상북도 고양시 강남대0거리 (준서최손읍),86457,주식회사 양이주,생명과학 연구원,062-645-4357,wna@baggwag.kr,songyeonggil,172.31.199.48,342584662729805,1987-09-10,90,7.55,867909,872,1202
295,윤성민,광주광역시 송파구 반포대로,56351,(유) 안,단조원,051-989-9663,jaeho43@naver.com,idonghyeon,172.18.75.151,370565816381853,1975-03-06,89,4.7,598012,446,3127
296,김준서,강원도 제천시 잠실거리,77053,(주) 김김김,보험 심사원 및 사무원,054-961-6747,di@hotmail.com,seoseongho,10.219.9.134,4625976785803170,1981-12-02,94,7.5327653136248,29628,304,1299
297,이민지,인천광역시 서대문구 도산대4길 (영자이동),20953,최박이,기타 경호 및 보안 관련 종사원,011-158-9811,doyun91@yuhanhoesa.com,gi,10.200.59.103,501895586888,1979-11-07,63,5.533975176,584621,998,5751
298,이영수,인천광역시 광진구 잠실815가,58956,박박이,아나운서 및 리포터,052-141-2041,isunja@jusighoesa.kr,myeongja92,10.79.40.103,4028231488498560,1974-11-08,96,3.36,686880,976,664
299,배영희,울산광역시 동구 서초대619길,18248,곽김김,이용사,043-584-7441,misugi@gimbag.com,ominji,192.168.80.175,2228609182659466,2012-05-05,19,5.42,666699,441,6356
300,김정수,대구광역시 양천구 언주285거리 (상철조김읍),79721,주식회사 최김김,작가 및 관련 전문가,052-838-2768,yeongilbag@noyun.com,pcoe,10.216.19.31,639071974542,1996-04-14,46,7.4,194684,637,2988
301,박도현,서울특별시 강동구 봉은사447가,44651,(유) 김박안,주조원,051-885-6001,wgim@gimgimjin.com,vi,192.168.127.35,3500860843076338,1999-11-16,55,2.30272211622,524549,833,3394
302,김수민,전라북도 강릉시 석촌호수3길 (옥순최읍),68178,박황,간판 제작 및 설치원,018-995-2389,seongsugim@naver.com,cbag,192.168.113.240,4775049761951256521,1990-07-16,16,8.5521,599553,96,5952
303,하상철,경상북도 수원시 서초대로,27988,나한,도금 및 금속분무기 조작원,032-574-9840,yeongjin66@jusighoesa.kr,byeongceolgim,10.162.33.63,6504699979842835,1976-02-17,21,5.504824125981,932223,790,812
304,홍미경,울산광역시 노원구 서초대로,25255,주식회사 김,제분 및 도정 관련 기계 조작원,019-426-6412,csong@hanmail.net,mgim,172.31.247.114,6574508502841476,1975-12-20,80,2.2,933189,425,3294
305,엄영수,부산광역시 성동구 오금길,23723,허류,조세행정 사무원,063-437-7631,junseoo@nate.com,gimeunjeong,172.25.187.219,676174749983,2017-05-20,14,5.98531854905997,542029,88,3099
306,오성훈,부산광역시 서대문구 서초중앙55거리 (옥순김면),47322,(유) 김,운송장비 조립원,052-854-0312,yeongceol36@yuhanhoesa.com,dohyeon37,172.23.240.9,180020412253478,1991-10-01,44,8.4371743,108511,889,6382
307,박지우,부산광역시 동작구 서초대030로,69255,서박윤,기타 배달원,019-640-9993,zcoe@jusighoesa.com,bagjiyeong,10.111.250.113,3540004485675873,2019-09-18,53,2.1329284,357763,325,4510
308,김민재,인천광역시 강동구 석촌호수182길 (정희이이읍),16912,유한회사 박최김,관제사,055-142-1499,hgu@yu.com,li,172.22.5.34,3505686620266171,1979-04-08,60,2.2258379595,892423,645,9114
309,이영길,대전광역시 양천구 강남대0길 (영미구면),09941,유한회사 이송김,생산 및 품질 관리 사무원,010-9556-3391,simjeongsig@jusighoesa.org,byeongceolgim,192.168.11.169,4057250966677242,2014-05-06,89,1.9385049,962906,330,1921
310,류종수,강원도 동두천시 오금가,37495,유한회사 조유박,주방 보조원,033-727-6066,bagyeongsug@oigim.kr,iseongjin,172.27.117.121,180088726241398,1980-08-04,13,5.27221762776929,999844,964,5218
311,이영진,전라남도 금산군 학동길,10128,이김하,기타 석유 및 화학물 가공장치 조작원,054-773-4268,subinsong@giminam.com,gimjeonghun,10.235.249.19,5591256972356655,1989-07-02,67,5.6142129410944,717337,629,3235
312,김명숙,서울특별시 은평구 가락752길 (현숙박안리),70756,(유) 김이최,번역가,011-224-5245,doyuni@dreamwiz.com,eunju08,10.205.193.29,30532003613425,2006-01-04,39,4.22,213548,147,9550
313,이예은,충청남도 괴산군 언주8가 (하은김읍),35769,유한회사 이성김,금융관련 사무원,043-116-8920,hongseonyeong@nate.com,ijihyeon,172.22.9.247,3557289227432077,1970-09-26,89,1.8903718568974,121400,909,2269
314,박채원,경상남도 안산시 상록구 역삼로 (하은김읍),42061,이최,의무기록사,070-7897-0621,gimseonghun@dreamwiz.com,zyang,192.168.162.120,5327264644717560,1974-08-21,95,5.71862115896,641712,794,4219
315,이정순,강원도 안양시 만안구 압구정477가,03159,김황김,기자 및 논설위원,018-944-0000,yeonghwan88@nate.com,gimjimin,10.134.12.230,4522800648374134,1972-03-17,41,3.35322674365,11444,705,2411
316,한지민,제주특별자치도 제천시 선릉0로,34573,유한회사 구김김,용접기 조작원,010-6564-5667,eunjeong16@ju.kr,gyeongjagang,10.116.145.163,6550178132261178,2021-09-11,3,6.68004382459253,263812,180,7178
317,서성훈,경기도 수원시 팔달구 삼성2로,02523,주식회사 우장박,영양사,070-8742-3998,xbag@jusighoesa.kr,egweon,10.221.29.52,3563570787596746,1970-06-19,79,6.76897,121941,864,1970
318,김민석,강원도 시흥시 삼성8로,27181,이안,패턴사,055-780-3431,seohyeon91@daum.net,goboram,172.28.84.186,3501977712160818,2019-04-04,37,3.79511318764,894597,531,5822
319,서동현,전라남도 서산시 언주거리,70347,(유) 한,목재 가공관련 기계 조작원,032-699-7057,hyeonjijang@yuhanhoesa.com,sunjai,172.30.17.51,3508897661795666,1990-08-04,45,2.5494249848,582097,604,6379
320,곽준혁,세종특별자치시 성동구 도산대가 (정훈홍동),95221,강김,교육 관리자,042-430-8921,gimyeonghyi@hotmail.com,ogja02,10.173.82.20,3599597406091310,2017-11-02,43,3.98963406954,877777,476,2002
321,이현우,인천광역시 송파구 봉은사거리 (동현이마을),88069,권이곽,보일러 설치 및 정비원,033-049-9579,bagsanghyeon@gmail.com,ogsungim,10.140.106.46,213114703488587,1978-07-20,92,5.3,557218,765,3110
322,임지은,충청북도 하남시 영동대216가,01586,박최,제분 및 도정 관련 기계 조작원,055-037-4388,oyejin@ii.org,ihyejin,192.168.91.216,4459097254988839,1980-07-25,76,7.74099,325714,452,2551
323,김현지,부산광역시 성북구 강남대거리 (지후장김리),24947,(유) 오최이,임상병리사,062-128-6188,seohyeon49@dreamwiz.com,sanghun24,172.24.239.155,3594583804733518,1994-01-22,87,2.0,773770,73,8027
324,김영진,충청남도 양구군 석촌호수32로,44961,김안,장례 상담원 및 장례 지도사,019-632-5311,gweonminseog@naver.com,myeongjagim,172.29.25.101,675927949957,1986-10-16,82,2.2274,54948,166,6235
325,최예진,광주광역시 남구 언주33가 (건우안최동),86312,권박조,건설 및 광업 단순 종사원,054-702-7609,vgim@hotmail.com,gimyeongsun,192.168.21.118,4925928258536362,1978-10-19,41,8.582,645081,842,9684
326,김정숙,광주광역시 성동구 서초중앙63로,36040,(주) 황김김,사회복지관련 관리자,054-303-8875,seongjeongsu@hanmail.net,kbag,192.168.165.166,2274094390861639,1998-07-04,16,5.58369875006,748032,272,4501
327,주지민,충청북도 강릉시 양재천로,64169,(주) 최,,062-689-0091,ogsun37@naver.com,gimseoyeong,172.31.91.20,4877453876362198,1977-06-30,79,4.368363009105,171530,337,9513
328,윤예원,서울특별시 강남구 개포길 (지영홍이읍),12178,(주) 김문최,생명과학 시험원,054-207-6548,gimminjun@yu.net,iyejun,172.17.64.150,180036232127338,2012-04-27,68,3.9647,224574,188,3645
329,한경자,서울특별시 서초구 선릉거리,23566,(주) 이,작가 및 관련 전문가,044-970-1461,imseonghyeon@gimgim.com,gi,10.235.159.128,6509265231231194,2009-05-25,28,6.46,849982,93,4896
330,강준혁,충청남도 안산시 단원구 서초중앙867로,48710,엄박김,무용가 및 안무가,011-920-2697,hgim@hangim.net,yeonghoi,10.193.130.85,344797601541143,1988-09-20,77,3.807692,882595,903,9854
331,이영진,제주특별자치도 수원시 팔달구 강남대36로 (예은이김면),60608,김장,결혼 상담원 및 웨딩플래너,061-851-5817,jaehyeonhong@yu.kr,yejun80,172.29.138.135,180006288172694,2021-06-01,75,8.29128474774156,581515,960,7632
332,박준영,강원도 용인시 기흥구 봉은사367로 (민지송리),66270,한손임,보험 설계사 및 간접투자증권 판매인,051-154-9542,minjun26@jinsong.kr,jia66,172.26.158.141,213121755935142,1990-10-14,73,6.5779745422,805532,491,6645
333,김영순,서울특별시 중구 서초대4거리 (도윤김동),90812,(주) 지김서,손해사정인,018-148-0966,mgu@gimi.com,seunghyeoni,10.245.224.166,4421526299674652,2017-07-25,78,5.6658599,502082,680,1302
334,한진우,강원도 양구군 봉은사7로 (준서이리),75328,(유) 김,간호조무사,017-968-9790,vi@nate.com,jeonhyeonu,172.27.95.44,6573690087247427,2017-10-22,95,1.3874585193212,964770,226,4228
335,김중수,울산광역시 송파구 강남대거리 (영철최이읍),64406,유한회사 이,석유 및 천연가스제조 관련 제어장치 조작원,019-102-6650,eunjii@nate.com,ano,172.17.202.222,3517342846151369,2015-10-22,12,8.7047,183748,423,9760
336,장성수,세종특별자치시 용산구 잠실1길,47090,(주) 김,기타 제조관련 기계 조작원,044-393-8518,seoyeonan@gimjanggim.net,gimjiyeon,192.168.84.236,30239187350200,2019-08-25,49,8.138265432238,719211,548,4975
337,최은지,충청북도 성남시 분당구 반포대808로 (영진박이동),61538,김류김,금융관련 사무원,033-507-2260,seoyun49@yuhanhoesa.org,seohyeonbag,10.233.137.5,4724150027857457,2014-09-14,71,5.31,517783,682,6714
338,백영호,충청남도 강릉시 강남대길,16949,박황,매장계산원 및 요금정산원,062-045-4034,xson@daum.net,dgim,172.20.194.245,4758941903032390,2014-12-28,67,7.93875,384063,432,3078
339,김재현,세종특별자치시 양천구 양재천거리,67911,김박오,건설 및 광업기계 설치 및 정비원,016-233-1473,misug95@live.com,iyejin,10.225.107.241,180055218221196,2018-07-19,32,8.2123968,11838,754,7727
340,양주원,경상북도 동해시 서초대084길,73728,(유) 최,산업전공,053-069-2895,seoyeong67@hanmail.net,gimeunji,192.168.214.152,3527304814030379,1989-11-09,48,2.37738473,925175,337,2817
341,박채원,충청남도 성남시 중원구 서초대거리 (민서장이면),07499,김김김,통계관련 사무원,019-309-7258,gweonyeongsu@jusighoesa.org,yeonghwangim,10.186.125.153,213141591949685,1972-12-16,12,5.26732432022651,123402,830,9064
342,김승민,서울특별시 양천구 학동가,56092,(유) 민,전산 자료 입력원 및 사무 보조원,062-338-4016,jiai@hahan.net,bagseunghyeon,10.152.97.97,3519024390951448,1995-04-26,18,7.183694,707865,302,1495
343,강영자,인천광역시 서구 양재천로,47666,이민김,양식 주방장 및 조리사,010-9853-1412,eungyeongi@gimcoe.net,seoyeongcoe,10.8.207.45,180028926779318,1988-09-28,33,7.4941,2305,893,9924
344,강영철,서울특별시 마포구 봉은사가 (정남오김마을),30050,김이,광원/채석원 및 석재 절단원,033-674-7024,cunjai@bagnambag.kr,junho75,192.168.166.6,180020851874677,2017-07-20,68,6.3191,806045,280,7818
345,이선영,경기도 용인시 테헤란로 (영길이이동),70278,류이,기타 서비스관련 단순 종사원,019-350-5574,jihu88@dreamwiz.com,minseo65,172.19.200.154,2254670124806083,1982-03-21,52,1.920318,982419,904,3094
346,김지원,경기도 이천시 영동대거리 (건우박읍),05700,고이,혼례 종사원,041-618-7758,jeongungcoe@nate.com,yju,172.26.74.123,30487202923366,2014-10-23,90,5.2223,415462,464,5473
347,이예지,대전광역시 은평구 역삼길 (지민한김마을),55755,김하,영상/녹화 및 편집 기사,052-540-9447,seonghyeoni@live.com,ebag,10.138.126.43,4153160317537487,1979-04-22,18,7.4,194354,378,2997
348,강예원,세종특별자치시 서초구 언주007로 (영미윤허마을),85350,(주) 이최김,기타 여가 및 스포츠 관련 종사원,070-7814-6257,jeonghyi60@jusighoesa.com,nna,192.168.154.56,30202731728321,2018-09-23,98,3.27149767746,154883,706,5576
349,김성민,경기도 보령시 오금18거리,56001,유한회사 류,스포츠 및 레크레이션 강사,032-852-0945,hwangjeonghun@daum.net,xbag,10.91.149.197,501832678905,1996-03-10,14,7.39550248590976,312057,519,8680
350,조지훈,전라북도 부천시 오정구 양재천거리,55771,김김김,기타 채굴 및 토목 관련 종사자,017-342-3128,byeongceol21@hotmail.com,bo,10.198.141.142,2716827528262923,1985-11-23,37,2.5246607,304927,137,2236
351,김종수,대전광역시 강북구 학동3거리 (미경김면),82231,송김,상점 판매원,016-452-1111,seonghoha@ju.com,seoyun80,192.168.168.96,3566030120384836,1998-09-12,22,6.56,817206,571,7792
352,나성수,전라남도 남양주시 테헤란70길 (경수이마을),88797,한이송,상품 대여원,011-795-8856,jeongungcoe@hanmail.net,hi,172.22.126.20,30480258646437,1988-11-24,82,7.751003146736,109788,664,4899
353,박보람,대구광역시 강남구 개포가 (영순안리),95675,이김,매표원 및 복권 판매원,063-487-8218,sujincoe@naver.com,seongjin81,192.168.162.42,4997260563700787,2007-08-12,24,5.87109035697207,848824,516,2866
354,이서윤,제주특별자치도 청주시 흥덕구 압구정7길 (수민김읍),38665,장곽손,전기 부품 및 제품제조 기계조작원,033-832-8277,zan@ryujihong.org,iminseo,192.168.199.50,4582504505985746,1989-06-01,11,8.9372,652720,604,1985
355,김승민,서울특별시 관악구 잠실2길,11541,김안,연예인 및 스포츠 매니저,053-346-2085,xgim@ogim.com,yeongceolcoe,172.21.206.146,4228065758255,2000-10-10,73,5.5072,841192,690,3112
356,홍영환,대구광역시 용산구 선릉26가,79264,(유) 곽,자동조립라인 및 산업용 로봇 조작원,044-803-4724,yeonghogim@hanmail.net,sincaeweon,172.23.235.30,4546367931579433,2021-07-10,5,4.6730686,720692,95,2415
357,이영일,제주특별자치도 수원시 반포대66가 (현정장박면),68370,주식회사 최,일식 주방장 및 조리사,055-844-3683,seongmincoe@jusighoesa.kr,sujin58,192.168.32.103,3518326000375210,1982-02-23,92,5.275,63670,251,3203
358,오채원,전라북도 연천군 선릉600길 (민수신면),61514,백송,법률관련 사무원,052-164-5072,jaeho01@naver.com,cgim,172.27.231.136,4264487015528954322,1977-01-31,31,2.8,426970,90,4832
359,이정수,울산광역시 마포구 학동길 (현주김리),59780,(유) 박김한,주유원,02-8410-1027,jihye48@live.com,fi,192.168.196.13,4220057266886914893,2018-05-12,13,7.49529675037864,282979,923,6786
360,이정호,광주광역시 동구 양재천970로 (성현노권동),05686,이이,건축 목공,070-8223-1720,jimin23@gmail.com,igwangsu,172.27.123.172,3548496614611369,1992-11-23,54,7.8614293,55639,775,2851
361,윤수빈,광주광역시 남구 석촌호수064거리,32151,유한회사 박박문,재활용 처리 및 소각로 조작원,042-637-1022,subinbag@hwangison.org,bagjihun,192.168.176.223,2717581322241240,2006-11-05,25,7.910062882372,28478,14,7679
362,이도윤,경상북도 홍성군 백제고분121로 (동현장허리),32062,이장조,혼례 종사원,017-595-6458,anjeongho@hansinhan.kr,yeonggil93,10.67.210.54,4085915893331925,1970-03-01,92,4.803,115466,778,7762
363,홍재호,전라북도 고양시 일산서구 도산대가,74442,(유) 김,기타 건설관련 기능 종사원,042-831-3642,zsong@nate.com,seongjin36,10.128.78.236,4385859168370,1985-11-30,92,2.9,561277,476,9067
364,윤지훈,경상남도 하남시 논현거리,54143,류김,부동산 컨설턴트 및 중개인,044-046-6898,minjun23@hotmail.com,nhwang,10.37.58.216,4982180376423,2020-08-26,22,1.1048,105278,696,3250
365,김상호,울산광역시 성동구 삼성거리 (재호류면),29058,주식회사 박,떡제조원,064-750-5864,hyeonju36@ju.org,gimjunho,172.19.255.162,562102743712,2015-02-19,38,2.961127297,707331,901,410
366,고경숙,전라북도 안양시 개포로 (미경박이읍),90490,정장박,콘크리트공,070-7323-9750,jiaji@dreamwiz.com,sgwag,10.166.97.180,374682581441774,2002-09-27,66,1.2398,744268,180,7147
367,박정자,광주광역시 금천구 테헤란1길,24535,주식회사 백,웹 및 멀티미디어 디자이너,070-2120-7914,gimyeonggil@yu.net,jo,172.31.15.89,4325401648531705,2020-10-07,88,3.246792,562521,86,5635
368,김영숙,경기도 서산시 오금021거리,53318,(주) 나한박,금속기계부품 조립원,063-675-3845,myeongjagweon@ju.org,fyang,10.119.72.122,6520076129379127,2005-02-15,90,5.1082569,409590,363,3204
369,이정남,충청북도 양양군 반포대거리,76528,(주) 장,목재 가공관련 기계 조작원,042-256-1427,gwangsucoe@hotmail.com,gimjihye,10.195.57.160,213173695877363,1982-01-22,45,1.65014117217,530242,237,2043
370,최미정,인천광역시 남구 도산대563가 (상훈박면),52141,유한회사 윤양김,농림어업관련 시험원,064-740-5649,baggeonu@yu.net,seunghyeongim,172.26.236.134,4083238051985206,1977-09-19,10,7.3188883319,736344,86,5925
371,이영환,전라남도 고양시 일산서구 석촌호수가,94847,이김,자연과학 시험원,016-213-7062,sumingim@gimii.org,eomjaeho,10.76.34.152,30046072056846,1978-12-06,16,2.591720870911,697030,271,6723
372,이영식,충청남도 화천군 영동대41가,56681,주식회사 김박오,점토제품 생산기 조작원,052-749-8805,ygang@nohwang.com,jeongungi,172.16.29.54,38522414185735,1997-05-21,48,1.83354,29302,211,3740
373,오민석,울산광역시 구로구 언주8가 (정숙홍박면),43975,유한회사 박,증권 및 외환 딜러,010-3922-4985,gimjimin@ju.com,gimjia,172.18.242.3,5162576153750478,2018-03-06,59,1.6033381687,97766,126,2806
374,백미숙,울산광역시 송파구 강남대5가 (민서문강동),10391,이이박,통신 및 관련 장비 설치 및 수리원,051-777-3007,yeonghoi@daum.net,seoyeongi,192.168.82.206,4733602785947849089,1975-03-16,5,7.22061615,54070,854,7356
375,백채원,경기도 청양군 영동대가,55498,주식회사 김박문,여행상품 개발자,061-134-9002,jihungim@ju.net,gyeongsu79,172.24.242.93,3510533430967254,1982-01-14,35,2.6951,145160,915,1033
376,김명자,충청북도 부여군 도산대가,90513,이노송,냉/난방 관련 설비 조작원,044-431-3241,joareum@gimgimgweon.com,jeonghyi01,10.14.145.231,3521246492631943,1984-03-13,34,5.1220357,181499,57,5736
377,박영환,경상남도 성남시 영동대3길,54193,(주) 김이홍,가전제품 설치 및 수리원,016-019-4291,hyeonu41@nabag.com,lgim,172.18.178.94,4991188930230,1992-07-05,77,7.3771,218019,347,6071
378,주지민,광주광역시 중랑구 반포대로 (시우박마을),58783,이이,환경/청소 및 경비 관련 관리자,044-642-3219,amun@yu.com,hongogsun,172.18.98.29,4568564786278144,2009-02-14,67,5.718660859,630059,856,3463
379,이민수,대구광역시 송파구 가락6가 (종수김읍),32590,신강,택시 운전원,019-019-4091,iseojun@baggim.com,eunyeong50,172.27.188.57,4017205629743424508,1984-07-14,92,1.7505872,812582,819,2010
380,이동현,서울특별시 관악구 선릉길 (성현배류리),83690,(유) 황차김,시민 단체 활동가,019-531-9614,ijeongung@daum.net,sugjasong,10.89.245.16,4508062025969824,1990-11-26,83,3.24,307217,18,5085
381,김지원,강원도 부천시 오정구 양재천로 (성수홍김마을),82735,한류최,화학제품 생산기 조작원,011-600-0947,uhyeonsug@gimgimgim.kr,hyeonjeonggim,192.168.161.48,4294430359617,1989-05-17,12,5.2495436982,391886,29,2042
382,이예지,세종특별자치시 영등포구 선릉215거리 (성수윤김면),87115,(유) 조이이,건축가 및 건축공학 기술자,070-3627-9274,minsubag@live.com,bagjia,172.17.124.202,180090032188255,1972-07-27,78,1.672,351098,370,7101
383,이상철,전라북도 제천시 개포95길,26814,김송김,사진인화 및 현상기 조작원,02-5127-0353,jiucoe@baggang.com,ri,172.31.195.146,4580418350255703,1996-07-09,63,4.98556401440564,760250,554,2798
384,김미경,서울특별시 은평구 테헤란로,76039,성박,세탁원 및 다림질원,070-4971-4021,yeeungim@daum.net,yeongil05,10.32.3.2,3505429958167129,1982-06-06,60,3.14289788571866,757900,868,5901
385,이수민,강원도 안양시 가락6가 (현준류리),41306,(유) 김,건설 및 광업 단순 종사원,053-061-8600,kgim@bagcoeyang.kr,oo,192.168.60.96,676304429605,2019-06-12,27,8.441,157683,428,7683
386,이도현,경상북도 원주시 테헤란39길 (성수김리),77996,(주) 손,철도 기관차 및 전동차 정비원,032-655-9979,seonghobag@yu.net,jeonghyi68,10.67.105.17,6011133504234546,2004-07-28,36,4.35278761485,800408,387,8469
387,곽경자,세종특별자치시 송파구 역삼65로,12883,주식회사 박문박,콘크리트공,055-365-7720,minsubag@yujo.kr,mgwag,172.16.34.66,4230423191078607,1983-05-19,8,4.247074382923,535102,945,5628
388,김영식,광주광역시 양천구 선릉거리,28358,진김,광고 및 홍보 전문가,043-610-9179,hayun48@munbaggim.net,hayujin,192.168.103.207,30197951798022,1988-06-09,7,5.165555992126,492937,103,6675
389,윤정자,전라남도 양주시 양재천412거리,62784,유한회사 양박이,냉동/냉장 /공조기 설치 및 정비원,031-531-8181,dohyeon46@ogim.com,coecunja,10.23.247.19,3562723373963892,2013-07-01,32,3.324,799124,572,1315
390,이하은,전라북도 강릉시 석촌호수3거리,24841,이김윤,법률관련 사무원,055-911-2447,jihungim@gmail.com,gweonyeongjin,192.168.146.91,676193302988,1996-08-20,21,1.5871543266315,641122,812,8050
391,최은서,강원도 옥천군 압구정69가,84529,류이,기타 스포츠 및 레크레이션 관련 전문가,032-269-9052,mbag@naver.com,gweonmiyeong,172.23.112.173,503875383872,2000-04-12,83,2.551352415839,771186,454,2706
